dia;id_partido;url
10;214659;https://www.tutiempo.net/clima/03-2018/ws-80250.html
20;214430;https://www.tutiempo.net/clima/09-2017/ws-82210.html
21;214584;https://www.tutiempo.net/clima/01-2018/ws-80290.html
16;179826;https://www.tutiempo.net/clima/04-2017/ws-80143.html
01;179797;https://www.tutiempo.net/clima/04-2017/ws-82860.html
29;214447;https://www.tutiempo.net/clima/09-2017/ws-80450.html
03;179643;https://www.tutiempo.net/clima/12-2016/ws-81810.html
30;179576;https://www.tutiempo.net/clima/09-2016/ws-80290.html
16;179660;https://www.tutiempo.net/clima/12-2016/ws-80800.html
19;179736;https://www.tutiempo.net/clima/02-2017/ws-80290.html
16;179586;https://www.tutiempo.net/clima/10-2016/ws-82860.html
28;214735;https://www.tutiempo.net/clima/04-2018/ws-82860.html
10;214615;https://www.tutiempo.net/clima/02-2018/ws-82860.html
08;214410;https://www.tutiempo.net/clima/09-2017/ws-82210.html
17;214541;https://www.tutiempo.net/clima/12-2017/ws-81840.html
05;179762;https://www.tutiempo.net/clima/03-2017/ws-82210.html
20;179621;https://www.tutiempo.net/clima/11-2016/ws-80250.html
05;179863;https://www.tutiempo.net/clima/05-2017/ws-83910.html
21;179550;https://www.tutiempo.net/clima/09-2016/ws-80450.html
14;214696;https://www.tutiempo.net/clima/04-2018/ws-80250.html
22;214578;https://www.tutiempo.net/clima/01-2018/ws-80250.html
28;214588;https://www.tutiempo.net/clima/01-2018/ws-81810.html
05;179616;https://www.tutiempo.net/clima/11-2016/ws-600300.html
21;214548;https://www.tutiempo.net/clima/12-2017/ws-80250.html
15;214699;https://www.tutiempo.net/clima/04-2018/ws-80250.html
05;179761;https://www.tutiempo.net/clima/03-2017/ws-80250.html
25;214511;https://www.tutiempo.net/clima/11-2017/ws-83910.html
22;179596;https://www.tutiempo.net/clima/10-2016/ws-80143.html
27;179529;https://www.tutiempo.net/clima/08-2016/ws-82210.html
30;179605;https://www.tutiempo.net/clima/10-2016/ws-83910.html
19;179789;https://www.tutiempo.net/clima/03-2017/ws-82210.html
28;214728;https://www.tutiempo.net/clima/04-2018/ws-81810.html
16;214540;https://www.tutiempo.net/clima/12-2017/ws-80250.html
01;179755;https://www.tutiempo.net/clima/03-2017/ws-82210.html
19;179624;https://www.tutiempo.net/clima/11-2016/ws-80020.html
16;179587;https://www.tutiempo.net/clima/10-2016/ws-80140.html
28;214478;https://www.tutiempo.net/clima/10-2017/ws-82210.html
21;179629;https://www.tutiempo.net/clima/11-2016/ws-82210.html
02;179792;https://www.tutiempo.net/clima/04-2017/ws-83910.html
14;214457;https://www.tutiempo.net/clima/10-2017/ws-80250.html
24;214445;https://www.tutiempo.net/clima/09-2017/ws-80290.html
28;214644;https://www.tutiempo.net/clima/02-2018/ws-84820.html
09;179536;https://www.tutiempo.net/clima/09-2016/ws-80290.html
13;179872;https://www.tutiempo.net/clima/05-2017/ws-81810.html
15;214418;https://www.tutiempo.net/clima/09-2017/ws-80250.html
02;179571;https://www.tutiempo.net/clima/10-2016/ws-81810.html
15;179582;https://www.tutiempo.net/clima/10-2016/ws-82210.html
15;179683;https://www.tutiempo.net/clima/01-2017/ws-83910.html
18;214500;https://www.tutiempo.net/clima/11-2017/ws-82240.html
01;179759;https://www.tutiempo.net/clima/03-2017/ws-84190.html
04;214521;https://www.tutiempo.net/clima/12-2017/ws-81840.html
04;214652;https://www.tutiempo.net/clima/03-2018/ws-80290.html
07;214687;https://www.tutiempo.net/clima/04-2018/ws-81810.html
06;179862;https://www.tutiempo.net/clima/05-2017/ws-81810.html
19;179515;https://www.tutiempo.net/clima/08-2016/ws-84820.html
23;179836;https://www.tutiempo.net/clima/04-2017/ws-600300.html
07;179860;https://www.tutiempo.net/clima/05-2017/ws-80800.html
27;214594;https://www.tutiempo.net/clima/01-2018/ws-80143.html
05;214495;https://www.tutiempo.net/clima/11-2017/ws-82860.html
25;179842;https://www.tutiempo.net/clima/04-2017/ws-82210.html
13;179878;https://www.tutiempo.net/clima/05-2017/ws-80850.html
26;214401;https://www.tutiempo.net/clima/08-2017/ws-600300.html
29;214484;https://www.tutiempo.net/clima/10-2017/ws-84820.html
18;214669;https://www.tutiempo.net/clima/03-2018/ws-82210.html
20;214554;https://www.tutiempo.net/clima/12-2017/ws-80290.html
27;214640;https://www.tutiempo.net/clima/02-2018/ws-81810.html
28;179754;https://www.tutiempo.net/clima/02-2017/ws-84820.html
21;179881;https://www.tutiempo.net/clima/05-2017/ws-80450.html
01;179793;https://www.tutiempo.net/clima/04-2017/ws-84820.html
22;179699;https://www.tutiempo.net/clima/01-2017/ws-80250.html
17;214671;https://www.tutiempo.net/clima/03-2018/ws-83910.html
24;214507;https://www.tutiempo.net/clima/11-2017/ws-80450.html
04;179805;https://www.tutiempo.net/clima/04-2017/ws-83910.html
23;179590;https://www.tutiempo.net/clima/10-2016/ws-80450.html
19;214713;https://www.tutiempo.net/clima/04-2018/ws-80290.html
08;214526;https://www.tutiempo.net/clima/12-2017/ws-80800.html
27;214397;https://www.tutiempo.net/clima/08-2017/ws-80250.html
22;179591;https://www.tutiempo.net/clima/10-2016/ws-81810.html
06;214738;https://www.tutiempo.net/clima/05-2018/ws-81810.html
04;179763;https://www.tutiempo.net/clima/03-2017/ws-81810.html
23;179830;https://www.tutiempo.net/clima/04-2017/ws-80450.html
